"","X","Name","Position","College","DraftYear","Team","DraftRound","PickNumber","PlayerID","Games","AvgValue","AV16","Height","Weight","Wonderlic","Forty","Bench","Vert","Broad","Shuttle","ThreeCone","ProBowls","AllPros"
"163",1681,"Jacquizz Rodgers","RB","Oregon State",2011,"ATL",5,145,"RodgJa00",110,27,3.927272727,65.875,196,NA,4.59,NA,33,113,4.26,7.31,NA,NA
"164",1689,"Kendall Hunter","RB","Oklahoma State",2011,"SF",4,115,"HuntKe00",45,11,3.911111111,67.25,199,NA,4.46,24,35,122,4.21,6.74,NA,NA
"165",1700,"Maurice Morris","RB","Oregon",2002,"SEA",2,54,"MorrMa00",145,35,3.862068966,71.4,208,NA,4.51,23,36.5,117,NA,NA,NA,NA
"166",1711,"Jason Snelling","RB",NA,2007,"ATL",7,244,"SnelJa00",96,23,3.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",1712,"Trung Canidate","RB","Arizona",2000,"STL",1,31,"CaniTr00",46,11,3.826086957,70.6,193,NA,4.46,18,NA,NA,NA,NA,NA,NA
"168",1714,"Bryce Brown","RB","Kansas State",2012,"PHI",7,229,"BrowBr02",42,10,3.80952381,71.5,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",1715,"David Wilson","RB","Virginia Tech",2012,"NYG",1,32,"WilsDa01",21,5,3.80952381,69.625,206,NA,4.38,NA,41,132,4.12,7.09,NA,NA
"170",1721,"Christine Michael","RB","Texas A&M",2013,"SEA",2,62,"MichCh00",38,9,3.789473684,70,220,11,4.54,27,43,125,4.02,6.69,NA,NA
"171",1730,"Derrick Blaylock","RB","Stephen F. Austin (TX)",2001,"KC",5,150,"BlayDe00",51,12,3.764705882,69.9,194,NA,4.39,18,35.5,119,4.09,7.05,NA,NA
"172",1765,"Benny Snell Jr.","RB",NA,2019,"PIT",4,122,"SnelBe00",13,3,3.692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",1766,"Boston Scott","RB",NA,2018,"NO",6,201,"ScotBo02",13,3,3.692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",1767,"Daniel Thomas","RB","Kansas State",2011,"MIA",2,62,"ThomDa03",52,12,3.692307692,72.25,230,NA,4.63,21,NA,NA,NA,NA,NA,NA
"175",1779,"Sammy Morris","RB",NA,2000,"BUF",5,156,"MorrSa00",144,33,3.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",1786,"Ryan Torain","RB","Arizona State",2008,"DEN",5,139,"ToraRy00",22,5,3.636363636,72.375,222,NA,4.68,21,34,120,NA,NA,NA,NA
"177",1799,"Ameer Abdullah","RB","Nebraska",2015,"DET",2,54,"AbduAm00",58,13,3.586206897,68.75,205,NA,4.6,24,42.5,130,3.95,6.79,NA,NA
"178",1815,"Jerome Harrison","RB","Washington State",2006,"CLE",5,145,"HarrJe00",63,14,3.555555556,69.25,201,NA,4.49,19,34.5,124,4.07,6.77,NA,NA
"179",1838,"Lamar Gordon","RB","North Dakota State",2002,"STL",3,84,"GordLa00",41,9,3.512195122,72.6,214,NA,4.59,16,34,115,NA,NA,NA,NA
"180",1839,"Rex Burkhead","RB","Nebraska",2013,"CIN",6,190,"BurkRe00",73,16,3.506849315,70.25,214,NA,4.73,21,39,125,4.09,6.85,NA,NA
"181",1841,"Javorius Allen","RB","Southern California",2015,"BAL",4,125,"AlleJa01",64,14,3.5,72.5,221,12,4.53,11,35.5,121,4.28,6.96,NA,NA
"182",1843,"DeAndre Washington","RB","Texas Tech",2016,"OAK",5,143,"WashDe00",55,12,3.490909091,68.25,204,NA,4.49,24,34.5,116,4.2,7.03,NA,NA
"183",1875,"Mike Davis","RB","South Carolina",2015,"SF",4,126,"DaviMi01",47,10,3.404255319,69.125,217,NA,4.61,17,34,116,4.18,7,NA,NA
"184",1888,"Jonathan Dwyer","RB","Georgia Tech",2010,"PIT",6,188,"DwyeJo00",38,8,3.368421053,71.25,229,17,4.64,15,33,107,4.67,7.56,NA,NA
"185",1911,"Robert Turbin","RB","Utah State",2012,"SEA",4,106,"TurbRo00",82,17,3.317073171,70,222,NA,4.42,28,36,122,4.31,7.16,NA,NA
"186",1912,"Toby Gerhart","RB","Stanford",2010,"MIN",2,51,"GerhTo00",82,17,3.317073171,72,231,NA,4.5,22,38,118,4.25,6.94,NA,NA
"187",1914,"Bishop Sankey","RB","Washington",2014,"TEN",2,54,"SankBi00",29,6,3.310344828,69.5,209,NA,4.49,26,35.5,125,4,6.75,NA,NA
"188",1918,"J.J. Arrington","RB","California",2005,"ARI",2,44,"ArriJ.00",58,12,3.310344828,68.875,214,NA,4.45,18,35,116,4.1,6.81,NA,NA
"189",1929,"Vernand Morency","RB","Oklahoma State",2005,"HOU",3,73,"MoreVe00",39,8,3.282051282,69.625,212,NA,4.51,19,33.5,108,4.12,7.02,NA,NA
"190",1957,"C.J. Prosise","RB","Notre Dame",2016,"SEA",3,90,"ProsC.00",25,5,3.2,72.5,220,NA,4.48,NA,35.5,121,NA,NA,NA,NA
"191",1968,"Joseph Randle","RB","Oklahoma State",2013,"DAL",5,151,"RandJo01",35,7,3.2,72,204,NA,4.63,NA,35,123,NA,NA,NA,NA
"192",1969,"Justin Jackson","RB","Northwestern",2018,"LAC",7,251,"JackJu01",20,4,3.2,71.625,199,NA,4.52,13,38.5,122,4.07,6.81,NA,NA
"193",1989,"Devontae Booker","RB","Utah",2016,"DEN",4,136,"BookDe00",61,12,3.147540984,70.75,219,NA,NA,22,NA,NA,NA,NA,NA,NA
"194",2019,"Wendell Smallwood","RB","West Virginia",2016,"PHI",5,153,"SmalWe00",52,10,3.076923077,70.5,208,NA,4.47,14,33.5,120,4.28,6.83,NA,NA
"195",2030,"Ito Smith","RB","Southern Mississippi",2018,"ATL",4,126,"SmitIt00",21,4,3.047619048,68.625,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",2059,"Justice Hill","RB","Oklahoma State",2019,"BAL",4,113,"HillJu00",16,3,3,69.625,198,NA,4.4,21,40,130,NA,NA,NA,NA
"197",2095,"Ryan Moats","RB","Louisiana Tech",2005,"PHI",3,77,"MoatRy00",38,7,2.947368421,68.25,210,NA,4.49,19,36,116,4.1,7.22,NA,NA
"198",2098,"Wayne Gallman","RB","Clemson",2017,"NYG",4,140,"GallWa00",38,7,2.947368421,72.25,215,NA,4.6,21,29.5,120,4.28,7.17,NA,NA
"199",2100,"Bernard Scott","RB","Abilene Christian (TX)",2009,"CIN",6,209,"ScotBe00",49,9,2.93877551,70.25,200,NA,4.44,21,36,125,4.08,6.82,NA,NA
"200",2122,"J.R. Redmond","RB","Arizona State",2000,"NE",3,76,"RedmJ.00",50,9,2.88,71.5,216,NA,4.48,NA,32.5,121,NA,NA,NA,NA
"201",2130,"Samaje Perine","RB","Oklahoma",2017,"WAS",4,114,"PeriSa00",28,5,2.857142857,70.625,233,NA,4.65,30,33,116,4.37,7.26,NA,NA
"202",2150,"Knile Davis","RB","Arkansas",2013,"KC",3,96,"DaviKn00",57,10,2.807017544,71.375,227,NA,4.37,31,33.5,121,4.38,6.96,NA,NA
"203",2166,"Montario Hardesty","RB","Tennessee",2010,"CLE",2,59,"HardMo00",23,4,2.782608696,71.75,225,25,4.49,21,41,124,4.14,6.87,NA,NA
"204",2173,"James Jackson","RB","Miami (FL)",2001,"CLE",3,65,"JackJa00",52,9,2.769230769,70.4,210,NA,4.55,NA,35,NA,NA,NA,NA,NA
"205",2174,"Alex Green","RB","Hawaii",2011,"GB",3,96,"GreeAl00",29,5,2.75862069,72.25,225,NA,4.45,20,34,114,4.15,6.91,NA,NA
"206",2175,"Brian Hill","RB","Wyoming",2017,"ATL",5,156,"HillBr02",29,5,2.75862069,72.625,219,NA,4.54,15,34,125,4.32,7.03,NA,NA
"207",2176,"Chase Edmonds","RB","Fordham (NY)",2018,"ARI",4,134,"EdmoCh00",29,5,2.75862069,69.125,205,NA,4.55,19,34,122,4.07,6.79,NA,NA
"208",2179,"LaRod Stephens-Howling","RB","Pittsburgh",2009,"ARI",7,240,"StepLa00",58,10,2.75862069,66.5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2180,"Paul Perkins","RB","UCLA",2016,"NYG",5,149,"PerkPa00",29,5,2.75862069,70.375,208,NA,4.54,19,32,124,NA,NA,NA,NA
"210",2194,"Andre Williams","RB","Boston College",2014,"NYG",4,113,"WillAn00",41,7,2.731707317,71.375,230,NA,4.56,NA,38,128,4.06,7.27,NA,NA
"211",2198,"Joe McKnight","RB","Southern California",2010,"NYJ",4,112,"McKnJo00",41,7,2.731707317,71.375,198,NA,4.4,18,36.5,120,NA,NA,NA,NA
"212",2199,"Artose Pinner","RB",NA,2003,"DET",4,99,"PinnAr00",47,8,2.723404255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2222,"Jonathan Wells","RB",NA,2002,"HOU",4,99,"WellJo00",60,10,2.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",2224,"Jordan Wilkins","RB","Mississippi",2018,"IND",5,169,"WilkJo01",30,5,2.666666667,72.625,216,NA,NA,16,36,117,4.27,NA,NA,NA
"215",2231,"Mike Goodson","RB","Texas A&M",2009,"CAR",4,111,"GoodMi00",42,7,2.666666667,71.875,208,NA,4.46,14,39.5,118,4.22,6.89,NA,NA
"216",2281,"Tashard Choice","RB","Georgia Tech",2008,"DAL",4,122,"ChoiTa00",88,14,2.545454545,70.5,215,NA,4.5,20,34,119,NA,6.88,NA,NA
"217",2289,"Lorenzo Taliaferro","RB","Coastal Carolina (SC)",2014,"BAL",4,138,"TaliLo00",19,3,2.526315789,72.25,229,NA,4.58,18,33,116,4.22,6.88,NA,NA
"218",2298,"Cameron Artis-Payne","RB","Auburn",2015,"CAR",5,174,"ArtiCa00",32,5,2.5,69.75,212,NA,4.53,NA,36.5,118,NA,7.13,NA,NA
"219",2327,"Kerwynn Williams","RB","Utah State",2013,"IND",7,230,"WillKe05",39,6,2.461538462,68.125,196,NA,4.48,17,35,118,4.15,7.15,NA,NA
"220",2352,"Chris Ogbonnaya","RB","Texas",2009,"STL",7,211,"OgboCh00",53,8,2.41509434,71.75,220,NA,4.57,19,35,111,4.29,6.85,NA,NA
"221",2371,"Kolby Smith","RB","Louisville",2007,"KC",5,148,"SmitKo00",27,4,2.37037037,71.25,220,NA,4.52,18,38,114,4.34,7.22,NA,NA
"222",2397,"Dan Herron","RB","Ohio State",2012,"CIN",6,191,"HerrDa00",35,5,2.285714286,69.75,213,NA,4.57,22,35,117,4.04,6.97,NA,NA
"223",2407,"Glen Coffee","RB","Alabama",2009,"SF",3,74,"CoffGl00",14,2,2.285714286,72.125,209,NA,4.5,24,36,121,4.51,7.35,NA,NA
"224",2420,"Mark Walton","RB","Miami (FL)",2018,"CIN",4,112,"WaltMa00",21,3,2.285714286,69.625,202,NA,4.6,18,31.5,118,NA,NA,NA,NA
"225",2422,"Mike Hart","RB","Michigan",2008,"IND",6,202,"HartMi00",21,3,2.285714286,68.875,206,NA,4.77,23,28,110,NA,NA,NA,NA
"226",2423,"Rondell Mealey","RB","Louisiana State",2000,"GB",7,252,"MealRo00",14,2,2.285714286,71.6,212,NA,4.69,NA,33,120,4.15,6.89,NA,NA
"227",2455,"Brian Leonard","RB","Rutgers",2007,"STL",2,52,"LeonBr00",88,12,2.181818182,73.5,226,NA,4.54,28,34.5,122,4.22,6.88,NA,NA
"228",2465,"Justin Griffith","RB",NA,2003,"ATL",4,121,"GrifJu00",96,13,2.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2493,"Travis Prentice","RB","Miami (OH)",2000,"CLE",3,63,"PrenTr00",30,4,2.133333333,71.8,225,NA,4.5,23,37,115,4.4,6.92,NA,NA
"230",2500,"Alvin Pearman","RB","Virginia",2005,"JAX",4,127,"PearAl00",38,5,2.105263158,69.375,208,NA,4.65,24,34,112,4.08,7.06,NA,NA
"231",2505,"Antonio Pittman","RB","Ohio State",2007,"NO",4,107,"PittAn00",23,3,2.086956522,70.75,207,NA,4.42,16,35.5,123,4.16,6.84,NA,NA
"232",2508,"DeShawn Wynn","RB","Florida",2007,"GB",7,228,"WynnDe00",23,3,2.086956522,70.38,232,NA,4.49,NA,31.5,115,NA,NA,NA,NA
"233",2512,"Jonathan Williams","RB","Arkansas",2016,"BUF",5,156,"WillJo07",23,3,2.086956522,70.75,220,NA,NA,16,NA,NA,NA,NA,NA,NA
"234",2515,"Noah Herron","RB","Northwestern",2005,"PIT",7,244,"HerrNo00",23,3,2.086956522,71,224,NA,4.67,17,31,107,3.97,6.95,NA,NA
"235",2541,"Brock Forsey","RB",NA,2003,"CHI",6,206,"ForsBr00",16,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2557,"Evan Royster","RB","Penn State",2011,"WAS",6,177,"RoysEv00",32,4,2,71.625,212,NA,4.65,20,34,113,4.18,7.07,NA,NA
"237",2565,"John Kelly","RB","Tennessee",2018,"LAR",6,176,"KellJo00",8,1,2,69.875,216,NA,NA,15,35,120,4.51,7.13,NA,NA
"238",2569,"Kalen Ballage","RB","Arizona State",2018,"MIA",4,131,"BallKa00",24,3,2,73.5,228,NA,4.46,15,33.5,122,4.35,6.91,NA,NA
"239",2589,"Ryquell Armstead","RB","Temple",2019,"JAX",5,140,"ArmsRy00",16,2,2,71.25,220,NA,4.45,22,30,114,4.29,7.02,NA,NA
"240",2602,"Musa Smith","RB","Georgia",2003,"BAL",3,77,"SmitMu00",49,6,1.959183673,72.8,232,NA,4.45,NA,35.5,123,NA,NA,NA,NA
"241",2611,"Deji Karim","RB","Southern Illinois",2010,"JAX",6,180,"KariDe00",33,4,1.939393939,68.625,209,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",2644,"Verron Haynes","RB",NA,2002,"PIT",5,166,"HaynVe00",68,8,1.882352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",2646,"Le'Ron McClain","RB",NA,2007,"BAL",4,137,"McClLe00",111,13,1.873873874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",2657,"Doug Chapman","RB","Marshall (WV)",2000,"MIN",3,88,"ChapDo00",26,3,1.846153846,70,215,NA,4.59,16,38.5,128,4.2,6.84,NA,NA
"245",2674,"Adrian Peterson","RB","Georgia Southern",2002,"CHI",6,199,"PeteAd00",106,12,1.811320755,70,214,NA,4.69,14,34,117,4.6,7.59,7,7
"246",2697,"Delone Carter","RB","Syracuse",2011,"IND",4,119,"CartDe01",27,3,1.777777778,68.625,222,NA,4.54,27,37,120,4.07,6.92,NA,NA
"247",2706,"James Davis","RB","Clemson",2009,"CLE",6,195,"DaviJa03",9,1,1.777777778,71,218,NA,4.55,17,32,109,4.37,7.15,NA,NA
"248",2714,"LaBrandon Toefield","RB","Louisiana State",2003,"JAX",4,132,"ToefLa00",45,5,1.777777778,70.9,233,NA,4.6,19,NA,NA,NA,NA,NA,NA
"249",2715,"LaMichael James","RB","Oregon",2012,"SF",2,61,"JameLa00",18,2,1.777777778,68,194,NA,4.35,15,35,123,4.12,6.88,NA,NA
"250",2717,"Lorenzo Booker","RB","Florida State",2007,"MIA",3,71,"BookLo00",36,4,1.777777778,70.38,191,NA,4.5,26,35.5,121,NA,NA,NA,NA
"251",2739,"Javon Ringer","RB","Michigan State",2009,"TEN",5,173,"RingJa00",37,4,1.72972973,69.125,205,NA,4.55,23,34,115,4.11,6.87,NA,NA
"252",2829,"Trenton Cannon","RB","Virginia State",2018,"NYJ",6,204,"CannTr00",20,2,1.6,70.25,185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2838,"Kenneth Darby","RB","Alabama",2007,"TB",7,246,"DarbKe00",41,4,1.56097561,70.375,211,NA,4.76,19,30,108,4.53,7.25,NA,NA
"254",2858,"Michael Wiley","RB",NA,2000,"DAL",5,144,"WileMi00",42,4,1.523809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",2889,"Travis Minor","RB","Florida State",2001,"MIA",3,85,"MinoTr00",118,11,1.491525424,70.1,197,NA,4.46,9,32,115,NA,NA,NA,NA
"256",2897,"Aaron Brown","RB","Texas Christian",2009,"DET",6,192,"BrowAa00",22,2,1.454545455,72.5,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",2901,"Brian Calhoun","RB","Wisconsin",2006,"DET",3,74,"CalhBr00",11,1,1.454545455,69.25,201,NA,4.6,18,31.5,124,4.2,7.05,NA,NA
"258",2902,"Chris Henry","RB","Arizona",2007,"TEN",2,50,"HenrCh01",11,1,1.454545455,71.25,230,NA,4.41,26,36,127,4.14,6.96,NA,NA
"259",2918,"Johnathan Franklin","RB","UCLA",2013,"GB",4,125,"FranJo01",11,1,1.454545455,70,205,NA,4.49,18,31.5,115,4.31,6.89,NA,NA
"260",2958,"Dwayne Washington","RB","Washington",2016,"DET",7,236,"WashDw00",46,4,1.391304348,73,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",2959,"Mike James","RB","Miami (FL)",2013,"TB",6,189,"JameMi00",23,2,1.391304348,70.5,223,NA,4.53,28,35,115,4.62,NA,NA,NA
"262",2974,"Anthony Dixon","RB","Mississippi State",2010,"SF",6,173,"DixoAn00",96,8,1.333333333,72.75,233,25,4.67,15,33,121,4.49,7.09,NA,NA
"263",2976,"Baron Batch","RB","Texas Tech",2011,"PIT",7,232,"BatcBa00",12,1,1.333333333,69.625,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2984,"Darwin Thompson","RB","Utah State",2019,"KC",6,214,"ThomDa06",12,1,1.333333333,68,198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",2991,"Ka'Deem Carey","RB",NA,2014,"CHI",4,117,"CareKa00",36,3,1.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",3000,"Quinton Ganther","RB","Utah",2006,"TEN",7,246,"GantQu00",36,3,1.333333333,69.5,218,NA,4.56,29,35,119,NA,7.19,NA,NA
"267",3056,"Darrell Henderson","RB","Memphis",2019,"LAR",3,70,"HendDa00",13,1,1.230769231,68.375,208,NA,4.49,22,33.5,121,NA,NA,NA,NA
"268",3080,"Greg Jones","RB",NA,2004,"JAX",2,55,"JoneGr01",131,10,1.221374046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",3122,"Frank Moreau","RB","Louisville",2000,"KC",4,115,"MoreFr00",14,1,1.142857143,73,231,NA,4.57,23,36,117,NA,NA,NA,NA
"270",3130,"Marcus Murphy","RB","Missouri",2015,"NO",7,230,"MurpMa03",28,2,1.142857143,68.625,193,NA,4.61,11,29,109,4.4,NA,NA,NA
"271",3162,"Dwayne Wright","RB","Frenso State (CA)",2007,"BUF",4,111,"WrigDw01",15,1,1.066666667,71.5,228,NA,4.69,14,34,115,4.43,7.23,NA,NA
"272",3170,"Jordan Todman","RB","Connecticut",2011,"SD",6,183,"TodmJo00",75,5,1.066666667,68.875,203,NA,4.4,25,38,126,4.18,7.24,NA,NA
"273",3217,"Garrett Mills","RB",NA,2006,"NE",4,106,"MillGa01",16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",3233,"Mike Green","RB",NA,2000,"TEN",7,213,"GreeMi00",32,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",3240,"Travis Homer","RB","Miami (FL)",2019,"SEA",6,204,"HomeTr00",16,1,1,70.375,201,NA,4.48,17,39.5,130,4.31,7.07,NA,NA
"276",3261,"Kenjon Barner","RB","Oregon",2013,"CAR",6,182,"BarnKe00",68,4,0.941176471,69.25,196,NA,4.52,20,35.5,122,4.2,6.87,NA,NA
"277",3281,"Ovie Mughelli","RB",NA,2003,"BAL",4,134,"MughOv00",107,6,0.897196262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",3284,"Chris Rainey","RB","Florida",2012,"PIT",5,159,"RainCh00",18,1,0.888888889,68.375,180,NA,4.36,16,36.5,120,3.93,6.5,NA,NA
"279",3285,"Ciatrick Fason","RB","Florida",2005,"MIN",4,112,"FasoCi00",18,1,0.888888889,72.75,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",3297,"Adimchinobe Echemandu","RB",NA,2004,"CLE",7,208,"EcheAd00",19,1,0.842105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",3298,"Allen Bradford","RB","Southern California",2011,"TB",6,187,"BradAl00",19,1,0.842105263,70.875,242,NA,4.53,28,29,113,4.39,6.97,NA,NA
"282",3313,"Da'Rel Scott","RB","Maryland",2011,"NYG",7,221,"ScotDa01",20,1,0.8,71,211,NA,4.4,19,34,117,4.2,7.15,NA,NA
"283",3322,"Sean McHugh","RB",NA,2004,"TEN",7,241,"McHuSe00",40,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",3323,"Stepfan Taylor","RB","Stanford",2013,"ARI",5,140,"TaylSt00",61,3,0.786885246,69.125,214,NA,4.76,17,30,110,4.5,7.13,NA,NA
"285",3324,"Thomas Tapeh","RB",NA,2004,"PHI",5,162,"TapeTh00",41,2,0.780487805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",3326,"Lex Hilliard","RB",NA,2008,"MIA",6,204,"HillLe00",62,3,0.774193548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",3327,"B.J. Askew","RB",NA,2003,"NYJ",3,85,"AskeB.00",83,4,0.771084337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",3329,"Anthony Allen","RB","Georgia Tech",2011,"BAL",7,225,"AlleAn01",21,1,0.761904762,72.75,228,NA,4.56,24,41.5,120,4.06,6.79,NA,NA
"289",3334,"Dee Brown","RB",NA,2001,"CAR",6,175,"BrowDe02",43,2,0.744186047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",3347,"Cedric Peerman","RB","Virginia",2009,"BAL",6,185,"PeerCe00",92,4,0.695652174,69.5,216,NA,4.34,27,40,117,4.29,6.99,NA,NA
"291",3357,"Jeremi Johnson","RB",NA,2003,"CIN",4,118,"JohnJe00",96,4,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",3362,"Andy Janovich","RB","Nebraska",2016,"DEN",6,176,"JanoAn00",50,2,0.64,73,238,NA,4.81,30,34,119,4.32,7.28,NA,NA
"293",3363,"Garrett Wolfe","RB","Northern Illinois",2007,"CHI",3,93,"WolfGa00",50,2,0.64,67.5,186,NA,4.4,22,35.5,116,4.08,6.69,NA,NA
"294",3373,"Paul Smith","RB",NA,2000,"SF",5,132,"SmitPa00",79,3,0.607594937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",3376,"Frank Summers","RB",NA,2009,"PIT",5,169,"SummFr00",27,1,0.592592593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",3378,"Jameel Cook","RB",NA,2001,"TB",6,174,"CookJa00",109,4,0.587155963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",3389,"Isaiah Pead","RB","Cincinnati",2012,"STL",2,50,"PeadIs00",30,1,0.533333333,70.125,197,NA,4.39,NA,33,116,4.32,6.95,NA,NA
"298",3391,"Taiwan Jones","RB","Eastern Washington",2011,"OAK",4,125,"JoneTa00",91,3,0.527472527,71.625,194,NA,4.53,13,32,115,4.33,7.25,NA,NA
"299",3401,"Cyrus Gray","RB","Texas A&M",2012,"KC",6,182,"GrayCy00",35,1,0.457142857,70.375,206,NA,4.4,21,32.5,114,NA,7.17,NA,NA
"300",3405,"Lawrence Vickers","RB",NA,2006,"CLE",6,180,"VickLa00",106,3,0.452830189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",3407,"Deon Anderson","RB",NA,2007,"DAL",6,195,"AndeDe01",39,1,0.41025641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",3411,"Madison Hedgecock","RB",NA,2005,"STL",7,251,"HedgMa00",84,2,0.380952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",3413,"Dan Vitale","RB","Northwestern",2016,"TB",6,197,"VitaDa00",44,1,0.363636364,72.875,239,NA,4.6,30,38.5,123,4.12,7.12,NA,NA
"304",3416,"Mike Karney","RB",NA,2004,"NO",5,156,"KarnMi00",101,2,0.316831683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",3422,"Terrelle Smith","RB",NA,2000,"NO",4,96,"SmitTe00",146,2,0.219178082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",3423,"Owen Schmitt","RB",NA,2008,"SEA",5,163,"SchmOw00",74,1,0.216216216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",3424,"Moran Norris","RB",NA,2001,"NO",4,115,"NorrMo00",140,1,0.114285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",3438,"Chauncey Washington","RB","Southern California",2008,"JAX",7,213,"WashCh00",11,0,0,71.375,211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",3442,"Daniel Lasco","RB","California",2016,"NO",7,237,"LascDa00",10,0,0,72.25,209,NA,4.46,23,41.5,135,4.26,7.22,NA,NA
"310",3445,"De'Angelo Henderson","RB",NA,2017,"DEN",6,203,"HendDe01",8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",3447,"Deon Dyer","RB",NA,2000,"MIA",4,117,"DyerDe00",45,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",3448,"Devante Mays","RB","Utah State",2017,"GB",7,238,"MaysDe00",8,0,0,70.375,230,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",3458,"Eric Shelton","RB","Louisville",2005,"CAR",2,54,"ShelEr00",9,0,0,73.5,246,NA,4.57,NA,38.5,122,4.08,7.46,NA,NA
"314",3461,"Gartrell Johnson","RB","Colorado State",2009,"SD",4,134,"JohnGa01",19,0,0,70.25,219,NA,4.75,20,34,114,NA,NA,NA,NA
"315",3467,"Jamar Martin","RB",NA,2002,"DAL",4,129,"MartJa01",25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",3468,"Jamie Harper","RB","Clemson",2011,"TEN",4,130,"HarpJa01",23,0,0,71.375,233,NA,4.53,24,36.5,120,4.39,7.16,NA,NA
"317",3473,"John Conner","RB",NA,2010,"NYJ",5,139,"ConnJo00",62,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",3477,"Johnny White","RB","North Carolina",2011,"BUF",5,133,"WhitJo01",19,0,0,69.875,209,NA,4.5,NA,32.5,117,4.31,7.07,NA,NA
"319",3479,"Jordan Scarlett","RB","Florida",2019,"CAR",5,154,"ScarJo00",9,0,0,70.375,208,NA,4.47,21,30,116,4.63,7.37,NA,NA
"320",3480,"Justin Green","RB",NA,2005,"BAL",5,158,"GreeJu00",39,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",3489,"Marion Grice","RB","Arizona State",2014,"SD",6,201,"GricMa00",10,0,0,72,208,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",3498,"Michael Burton","RB",NA,2015,"DET",5,168,"BurtMi00",65,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",3499,"Michael Cox","RB","Massachusetts",2013,"NYG",7,253,"CoxxMi00",18,0,0,71.75,222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",3512,"Omar Easy","RB",NA,2002,"KC",4,107,"EasyOm00",53,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
